Country 	County 	City 	Airport 	Latitude 	Longitude 	Altitude 	ICAO 	IATA
Argentina 	- 	La Paz 	La Paz 	S30* 47.0000' 	W59* 36.0000' 	60.96M 	SAMP 	-
Argentina 	- 	La Plata 	La Plata 	S34* 58.0333' 	W57* 53.6833' 	21.03M 	SADL 	LPG
Argentina 	- 	La Puntilla 	La Puntilla 	S32* 57.7688' 	W68* 52.4224' 	900.07M 	SA0G 	-
Argentina 	- 	La Puntilla 	La Puntilla 	S32* 57.7688' 	W68* 52.4224' 	900.07M 	SA16 	-
Argentina 	- 	La Quiaca 	La Quiaca 	S22* 09.7333' 	W65* 34.1835' 	3480.21M 	SASQ 	-
Argentina 	- 	La Rioja 	Capitan V. Almandos Almonacid 	S29* 23.3500' 	W66* 48.1500' 	438.00M 	SANL 	IRJ
Argentina 	- 	Laboulaye 	Laboulaye 	S34* 08.0000' 	W63* 22.0000' 	136.86M 	SAOL 	-
Argentina 	- 	Lago Argentino 	Lago Argentino 	S50* 20.3167' 	W72* 14.9333' 	223.11M 	SAWA 	-
Argentina 	- 	Lago Fagnano North 	Lago Fagnano North 	S54* 29.9510' 	W67* 10.3438' 	182.88M 	SA0F 	-
Argentina 	- 	Lago Fagnano North 	Lago Fagnano North 	S54* 29.9510' 	W67* 10.3438' 	182.88M 	SA15 	-
Argentina 	- 	Las Heras 	Las Heras 	S46* 32.3080' 	W68* 57.9570' 	330.10M 	SAVH 	LHS
Argentina 	- 	Las Lajas 	Las Lajas 	S38* 32.3359' 	W70* 20.2247' 	850.09M 	SA1C 	-
Argentina 	- 	Las Lajas 	Las Lajas 	S38* 32.3359' 	W70* 20.2247' 	850.09M 	SA38 	-
Argentina 	- 	Las Ovejas 	Las Ovejas 	S36* 59.8883' 	W70* 44.4950' 	1200.00M 	Z00X 	-
Argentina 	- 	Loma La Lata 	Loma La Lata 	S38* 24.8267' 	W68* 44.2384' 	405.08M 	SA20 	-
Argentina 	- 	Loma La Lata 	Loma La Lata 	S38* 24.8272' 	W68* 44.2384' 	405.08M 	SA0K 	-
Argentina 	- 	Loncopue 	Loncopue 	S38* 04.9250' 	W70* 38.6360' 	1106.12M 	SA0I 	-
Argentina 	- 	Loncopue 	Loncopue 	S38* 04.9250' 	W70* 38.6360' 	1106.12M 	SA18 	-
Argentina 	- 	Los Cerros 	Los Cerros 	S54* 20.6483' 	W67* 49.9716' 	580.03M 	Z00T 	-
Argentina 	- 	Malargue 	Malargue 	S35* 28.7833' 	W69* 35.1000' 	1421.89M 	SAMM 	LGS
Argentina 	- 	Maquinchao 	Maquinchao 	S41* 15.0000' 	W68* 44.0000' 	887.88M 	SAVQ 	-
Argentina 	- 	Mar Del Plata 	Brig Gen D Bartolome De La Col 	S37* 56.0500' 	W57* 34.4000' 	22.25M 	SAZM 	MDQ
Argentina 	- 	Marcos Juarez 	Marcos Juarez 	S32* 41.6667' 	W62* 09.1667' 	110.03M 	SAOM 	-
Argentina 	- 	Mariano Moreno 	Mariano Moreno 	S34* 33.7833' 	W58* 47.4167' 	32.00M 	SADJ 	ENO
Argentina 	- 	Matanza 	Matanza 	S34* 44.0000' 	W58* 30.0000' 	3.05M 	SADZ 	-
Argentina 	- 	Mendoza 	El Plumerillo 	S32* 49.8833' 	W68* 47.5667' 	704.39M 	SAME 	MDZ
Argentina 	- 	Mendoza 	Mendoza 	S32* 52.0000' 	W68* 48.0000' 	807.11M 	SAMQ 	-
Argentina 	- 	Mercedes 	Mercedes 	S29* 13.5667' 	W58* 05.0667' 	104.85M 	SATM 	MDX
Argentina 	- 	Miramar 	Miramar 	S38* 13.6234' 	W57* 52.1831' 	13.11M 	SA0E 	-
Argentina 	- 	Miramar 	Miramar 	S38* 13.6234' 	W57* 52.1831' 	13.11M 	SA14 	-
Argentina 	- 	Monte Caseros 	Monte Caseros 	S30* 16.2000' 	W57* 38.4000' 	52.12M 	SARM 	MCS
Argentina 	- 	Moron 	Moron 	S34* 39.2500' 	W58* 38.6333' 	29.87M 	SADM 	MOR
Argentina 	- 	Nanco Lauquen 	Nanco Lauquen 	S35* 58.2892' 	W62* 46.3451' 	92.05M 	SA0S 	-
Argentina 	- 	Nanco Lauquen 	Nanco Lauquen 	S35* 58.2892' 	W62* 46.3451' 	92.05M 	SA28 	-
Argentina 	- 	Necochea 	Necochea 	S38* 29.0000' 	W58* 49.0000' 	21.95M 	SAZO 	NEC
Argentina 	- 	Neuquen 	Presidente Peron 	S38* 56.9333' 	W68* 09.3500' 	273.10M 	SAZN 	NQN
Argentina 	- 	Nueve De Julio 	Nueve De Julio 	S35* 24.0000' 	W60* 54.0000' 	74.98M 	SAZX 	-
Argentina 	- 	Obera 	Obera 	S27* 29.0000' 	W55* 05.0000' 	342.90M 	SATO 	-
Argentina 	- 	Olavarria 	Olavarria 	S36* 53.3333' 	W60* 13.6667' 	167.94M 	SAZF 	-
Argentina 	- 	Oran 	Oran 	S23* 09.0333' 	W64* 19.4000' 	356.01M 	SASO 	ORA
Argentina 	- 	Parana 	Gen Urquiza 	S31* 46.7500' 	W60* 28.0333' 	74.07M 	SAAP 	PRA
Argentina 	- 	Paso De Los Libres 	Paso De Los Libres 	S29* 41.3667' 	W57* 09.1333' 	70.10M 	SARL 	AOL
Argentina 	- 	Pehuajo 	Comodoro P. Zanni 	S35* 50.4667' 	W61* 51.4500' 	85.04M 	SAZP 	PEH
Argentina 	- 	Pergamino 	Pergamino 	S33* 55.1378' 	W60* 38.8783' 	71.93M 	SAAN 	-
Argentina 	- 	Perito Moreno 	Perito Moreno 	S46* 32.2000' 	W70* 59.1000' 	430.07M 	SAWP 	-
Argentina 	- 	Pigue 	Pigue 	S37* 36.0000' 	W62* 23.0000' 	303.89M 	SAZE 	-
Argentina 	- 	Posadas 	Liberador Gral D Jose De San M 	S27* 23.1500' 	W55* 58.2333' 	130.76M 	SARP 	PSS
Argentina 	- 	Presidencia Roque S. Pen 	Presidencia Roque S. Pena 	S26* 45.2212' 	W60* 29.5435' 	93.88M 	SARS 	-
Argentina 	- 	Puerto Deseado 	Puerto Deseado 	S47* 44.0167' 	W65* 54.9833' 	81.99M 	SAWD 	PUD
Argentina 	- 	Puerto Deseado West 	Puerto Deseado West 	S47* 43.2034' 	W65* 55.9417' 	81.99M 	SA0J 	-
Argentina 	- 	Puerto Deseado West 	Puerto Deseado West 	S47* 43.2034' 	W65* 55.9417' 	81.99M 	SA19 	-
Argentina 	- 	Puerto Madryn 	El Tehuelche 	S42* 45.0000' 	W65* 06.0000' 	135.94M 	SAVY 	PMY
Argentina 	- 	Puerto Rosales 	Puerto Rosales 	S38* 53.8256' 	W62* 00.6182' 	4.88M 	SA0R 	-
Argentina 	- 	Puerto Rosales 	Puerto Rosales 	S38* 53.8256' 	W62* 00.6182' 	4.88M 	SA27 	-
Argentina 	- 	Punta Indio 	Punta Indio NS 	S35* 21.2000' 	W57* 17.4000' 	15.85M 	SAAI 	-
Argentina 	- 	Quemu Quemu 	Quemu Quemu 	S36* 03.5230' 	W63* 37.8769' 	99.67M 	SA0C 	-
Argentina 	- 	Quemu Quemu 	Quemu Quemu 	S36* 03.5230' 	W63* 37.8769' 	99.67M 	SA12 	-
Argentina 	- 	Quilmes 	Quilmes 	S34* 42.6833' 	W58* 14.3500' 	2.13M 	SADQ 	-
Argentina 	- 	Reconquista 	Reconquista 	S29* 12.9000' 	W59* 41.7500' 	47.85M 	SATR 	RCQ
Argentina 	- 	Resistencia 	Resistencia 	S27* 27.0000' 	W59* 03.3667' 	52.73M 	SARE 	RES
Argentina 	- 	Rincon De Los Sauces 	Rincon De Los Sauces 	S37* 23.4370' 	W68* 54.2527' 	600.15M 	SAHS 	RDS
Argentina 	- 	Rio Bellavista 	Rio Bellavista 	S53* 58.9639' 	W68* 31.4175' 	60.96M 	Z00U 	-
Argentina 	- 	Rio Colorado 	Rio Colorado 	S39* 00.0000' 	W64* 08.0000' 	84.12M 	SAZQ 	-
Argentina 	- 	Rio Cuarto 	Area De Material 	S33* 05.6167' 	W64* 15.8833' 	420.93M 	SAOC 	RCU
Argentina 	- 	Rio Cuarto Aeroclub 	Rio Cuarto Aeroclub 	S33* 09.6350' 	W64* 20.2915' 	434.04M 	SA0H 	-
Argentina 	- 	Rio Cuarto Aeroclub 	Rio Cuarto Aeroclub 	S33* 09.6350' 	W64* 20.2915' 	434.04M 	SA17 	-
Argentina 	- 	Rio Gallegos 	Norberto Fernandez 	S51* 36.5333' 	W69* 18.7667' 	18.59M 	SAWG 	RGL
Argentina 	- 	Rio Grande 	Rio Grande 	S53* 46.6500' 	W67* 45.0000' 	19.81M 	SAWE 	RGA
Argentina 	- 	Rio Mayo 	Rio Mayo 	S45* 42.3333' 	W70* 15.5667' 	544.07M 	SAWM 	-
Argentina 	- 	Rosario 	Rosario/Islas Malvinas 	S32* 54.2167' 	W60* 47.1000' 	25.91M 	SAAR 	ROS
Argentina 	- 	S C De Bariloche 	S C De Bariloche 	S41* 09.0667' 	W71* 09.4667' 	845.52M 	SAZS 	BRC
Argentina 	- 	Saladillo 	Saladillo 	S35* 36.3051' 	W59* 49.0273' 	45.11M 	SA1A 	-
Argentina 	- 	Saladillo 	Saladillo 	S35* 36.3051' 	W59* 49.0273' 	45.11M 	SA36 	-
Argentina 	- 	Salta 	Gral M M De Guemes 	S24* 51.5767' 	W65* 29.2200' 	1242.67M 	SASA 	SLA
Argentina 	- 	San Antonio Oeste 	Antoine De Saint Exupery 	S40* 47.0000' 	W65* 06.0000' 	25.91M 	SAVN 	-
Argentina 	- 	San Fernando 	San Fernando Intl 	S34* 27.2947' 	W58* 35.4780' 	3.05M 	SADF 	-
Argentina 	- 	San Juan 	San Juan 	S31* 34.2667' 	W68* 25.2667' 	597.10M 	SANU 	UAQ
Argentina 	- 	San Juan Aeroclub 	San Juan Aeroclub 	S31* 36.1705' 	W68* 32.8384' 	633.98M 	SA1E 	-
Argentina 	- 	San Juan Aeroclub 	San Juan Aeroclub 	S31* 36.1705' 	W68* 32.8384' 	633.98M 	SA40 	-
Argentina 	- 	San Julian 	Cap. D. Jose D. Vasquez 	S49* 18.5667' 	W67* 48.0667' 	57.91M 	SAWJ 	ULA
Argentina 	- 	San Justo 	Aeroclub Argentino 	S34* 44.0000' 	W58* 36.0000' 	18.90M 	SADS 	-
Argentina 	- 	San Luis 	San Luis 	S33* 16.6333' 	W66* 21.1333' 	709.88M 	SAOU 	LUQ
Argentina 	- 	San Martin De Los Andes 	Aviador Carlos Campos(Neuquen) 	S40* 04.9167' 	W71* 08.7500' 	783.03M 	SAZY 	CPC
Argentina 	- 	San Nicolas De Los Arroyos 	San Nicolas De Los Arroyos 	S33* 23.0772' 	W60* 11.2237' 	24.08M 	SA0V 	-
Argentina 	- 	San Nicolas De Los Arroyos 	San Nicolas De Los Arroyos 	S33* 23.4350' 	W60* 11.7934' 	24.08M 	SA31 	-
Argentina 	- 	San Rafael 	San Rafael 	S34* 35.8000' 	W68* 23.4167' 	752.86M 	SAMR 	AFA
Argentina 	- 	Santa Cruz 	Santa Cruz 	S50* 01.3333' 	W68* 34.6833' 	110.95M 	SAWU 	RZA
Argentina 	- 	Santa Fe 	Sauce Viejo 	S31* 42.7000' 	W60* 48.4000' 	17.07M 	SAAV 	SFN
Argentina 	- 	Santa Maria 	Santa Maria 	S26* 40.4333' 	W66* 01.4831' 	1799.84M 	SA1G 	-
Argentina 	- 	Santa Maria 	Santa Maria 	S26* 40.4333' 	W66* 01.4831' 	1799.84M 	SA42 	-
Argentina 	- 	Santa Rosa 	Santa Rosa 	S36* 35.4833' 	W64* 16.7167' 	191.72M 	SAZR 	RSA
Argentina 	- 	Santa Teresita 	Santa Teresita 	S36* 33.0000' 	W56* 41.0000' 	3.05M 	SAZL 	-
Argentina 	- 	Santa Victoria 	Santa Victoria 	S22* 17.1445' 	W62* 42.8237' 	259.99M 	SA0M 	-
Argentina 	- 	Santa Victoria 	Santa Victoria 	S22* 17.1445' 	W62* 42.8237' 	259.99M 	SA22 	-
Argentina 	- 	Santiago Del Estero 	Santiago Del Estero 	S27* 45.3333' 	W64* 17.9833' 	199.95M 	SANE 	SDE
Argentina 	- 	Sierra Grande 	Sierra Grande 	S41* 35.5167' 	W65* 20.9667' 	210.01M 	SAVS 	-
Argentina 	- 	Tandil 	Tandil 	S37* 14.0000' 	W59* 15.0000' 	174.96M 	SAZT 	TDL
Argentina 	- 	Tartagal 	General Enrique Mosconi 	S22* 37.7000' 	W63* 49.1000' 	449.88M 	SAST 	TTG
Argentina 	- 	Tinogasta 	Tinogasta 	S28* 03.0000' 	W67* 35.0000' 	1210.06M 	SANI 	-
Argentina 	- 	Trelew 	Almirante Zar 	S43* 12.6333' 	W65* 16.2167' 	42.67M 	SAVT 	REL
Argentina 	- 	Trelew Aeroclub 	Trelew Aeroclub 	S43* 14.1416' 	W65* 19.4600' 	39.01M 	SA0Y 	-
Argentina 	- 	Trelew Aeroclub 	Trelew Aeroclub 	S43* 14.1416' 	W65* 19.4600' 	39.01M 	SA34 	-
Argentina 	- 	Tres Arroyos 	Tres Arroyos 	S38* 24.0000' 	W60* 20.0000' 	121.92M 	SAZH 	-
Argentina 	- 	Tucuman 	Benjamin Matienzo 	S26* 50.4500' 	W65* 06.2833' 	455.68M 	SANT 	TUC
Argentina 	- 	Ushuaia 	Ushuaia Intl Malvine Is 	S54* 50.6000' 	W68* 17.7333' 	31.09M 	SAWH 	USH
Argentina 	- 	Ushuaia Est Aeronaval 	Ushuaia Est Aeronaval 	S54* 49.3891' 	W68* 19.6034' 	6.10M 	SAWO 	-
Argentina 	- 	Valle Del Conlara 	Sta. Rosa De Conlara 	S32* 23.0667' 	W65* 11.1500' 	615.70M 	SAOS 	-
Argentina 	- 	Veinticinco De Mayo 	Veinticinco De Mayo 	S37* 48.5872' 	W67* 39.5603' 	346.86M 	SA0L 	-
Argentina 	- 	Veinticinco De Mayo 	Veinticinco De Mayo 	S37* 48.5872' 	W67* 39.5603' 	346.86M 	SA21 	-
Argentina 	- 	Venado Tuerto 	Venado Tuerto 	S33* 40.9099' 	W61* 57.3833' 	111.86M 	SA0W 	-
Argentina 	- 	Venado Tuerto 	Venado Tuerto 	S33* 40.9099' 	W61* 57.3833' 	111.86M 	SA32 	-
Argentina 	- 	Viedma 	Gobernador Castello 	S40* 52.1333' 	W62* 59.8667' 	6.10M 	SAVV 	VDM
Argentina 	- 	Villa Dolores 	Villa Dolores 	S31* 57.2000' 	W65* 08.8333' 	565.10M 	SAOD 	-
Argentina 	- 	Villa Gesell 	Villa Gesell 	S37* 14.0833' 	W57* 01.4000' 	10.06M 	SAZV 	VLG
Argentina 	- 	Villa Minetti 	Villa Minetti 	S28* 37.2667' 	W61* 36.1667' 	74.98M 	Z01O 	-
Argentina 	- 	Villa Reynolds 	Villa Reynolds 	S33* 43.9000' 	W65* 23.2000' 	484.94M 	SAOR 	-
Argentina 	- 	Zapala 	Zapala 	S38* 58.5300' 	W70* 06.8149' 	1014.98M 	SAHZ 	APZ
Armenia 	- 	Gyumri 	Shirak 	N40* 45.0285' 	E43* 51.5595' 	1524.00M 	UDSG 	-
Armenia 	- 	Gyumri 	Shirak 	N40* 45.1000' 	E43* 51.6000' 	1524.00M 	UGEL 	LWN
Armenia 	- 	Kalinino 	Kalinino 	N41* 02.9840' 	E44* 20.6833' 	1477.06M 	UG0A 	-
Armenia 	- 	Stepanavan 	Stepanavan Intl 	N41* 02.9070' 	E44* 20.2303' 	1474.01M 	UDLS 	-
Armenia 	- 	Yerevan 	Erebuni 	N40* 07.3195' 	E44* 27.9055' 	900.68M 	UDYE 	-
Armenia 	- 	Yerevan 	Yerevan 	N40* 07.5485' 	E44* 28.0060' 	865.02M 	UG0Y 	-
Armenia 	- 	Yerevan 	Zvartnots 	N40* 08.8365' 	E44* 23.7528' 	865.02M 	UDYZ 	-
Armenia 	- 	Yerevan 	Zvartnots 	N40* 08.9000' 	E44* 23.8000' 	865.02M 	UGEE 	EVN
Armenia 	- 	Yerevan Yegvard 	Yerevan Yegvard 	N40* 17.5093' 	E44* 34.1123' 	1371.90M 	UG0C 	-
Armenia 	- 	Yerevan Yegvard 	Yerevan Yegvard 	N40* 17.5093' 	E44* 34.1123' 	1371.90M 	UD21 	-
Aruba 	- 	Aruba Island 	Oranjestad/Reina Beatrix Intl. 	N12* 30.0830' 	W70* 00.9138' 	18.90M 	TNCA 	AUA
Ascension Island 	- 	Ascension I. 	Ascension Aux AB 	S07* 58.1800' 	W14* 23.6200' 	84.73M 	FHAW 	-
Australia 	Australian Capital Territory 	Canberra 	Canberra 	S35* 18.4093' 	E149* 11.7020' 	574.85M 	YSCB 	CBR
Australia 	New South Wales 	Aeropelican 	Aeropelican 	S33* 03.9667' 	E151* 38.8833' 	1.52M 	YPEC 	-
Australia 	New South Wales 	Albury 	Albury 	S36* 04.0667' 	E146* 57.4833' 	164.29M 	YMAY 	ABX
Australia 	New South Wales 	Armidale 	Armidale 	S30* 31.6833' 	E151* 37.0333' 	1083.87M 	YARM 	ARM
Australia 	New South Wales 	Ballina 	Ballina 	S28* 50.0267' 	E153* 33.7462' 	2.13M 	YBNA 	BNK
Australia 	New South Wales 	Balranald 	Balranald 	S34* 37.4167' 	E143* 34.7000' 	64.01M 	YBRN 	-
Australia 	New South Wales 	Bathurst 	Bathurst 	S33* 24.5667' 	E149* 39.1167' 	742.19M 	YBTH 	BHS
Australia 	New South Wales 	Bourke 	Bourke 	S30* 02.3500' 	E145* 57.1000' 	107.29M 	YBKE 	BRK
Australia 	New South Wales 	Brewarrina 	Brewarrina 	S29* 58.4333' 	E146* 49.0000' 	126.19M 	YBRW 	-
Australia 	New South Wales 	Broken Hill 	Broken Hill 	S32* 00.0833' 	E141* 28.3000' 	292.00M 	YBHI 	-
Australia 	New South Wales 	Camden 	Camden 	S34* 02.4167' 	E150* 41.2333' 	70.10M 	YSCN 	-
Australia 	New South Wales 	Casino 	Casino 	S28* 53.0000' 	E153* 04.0000' 	26.21M 	YCAS 	CSI
Australia 	New South Wales 	Cessnock 	Cessnock 	S32* 47.3000' 	E151* 20.5000' 	64.31M 	YCNK 	CES
Australia 	New South Wales 	Cobar 	Cobar 	S31* 32.3000' 	E145* 47.6333' 	220.68M 	YCBA 	CAZ
Australia 	New South Wales 	Coffs Harbour 	Coffs Harbour 	S30* 19.2333' 	E153* 06.9833' 	5.49M 	YSCH 	CFS
Australia 	New South Wales 	Collarenebri 	Collarenebri 	S29* 31.3167' 	E148* 34.9333' 	152.40M 	YCBR 	-
Australia 	New South Wales 	Condobolin 	Condobolin 	S33* 03.9000' 	E147* 12.5000' 	198.12M 	YCDO 	CBX
Australia 	New South Wales 	Coolah 	Coolah 	S31* 46.4000' 	E149* 36.6000' 	504.14M 	YCAH 	-
Australia 	New South Wales 	Cooma-Snowy Mountains 	Cooma-Snowy Mountains 	S36* 18.0333' 	E148* 58.4333' 	946.71M 	YCOM 	-
Australia 	New South Wales 	Coonabarabran 	Connabarabran 	S31* 19.9500' 	E149* 16.0333' 	645.26M 	YCBB 	COJ
Australia 	New South Wales 	Coonamble 	Coonamble 	S30* 59.0033' 	E148* 22.5387' 	184.10M 	YCNM 	CNB
Australia 	New South Wales 	Cootamundra 	Cootamundra 	S34* 37.4333' 	E148* 01.6833' 	338.33M 	YCTM 	CMD
Australia 	New South Wales 	Corowa 	Corowa 	S35* 59.4000' 	E146* 21.1000' 	142.95M 	YCOR 	CWW
Australia 	New South Wales 	Cowra 	Cowra 	S33* 50.7000' 	E148* 38.9000' 	294.44M 	YCWR 	CWT
Australia 	New South Wales 	Cudal 	Cudal 	S33* 16.6667' 	E148* 45.7833' 	490.73M 	YCUA 	-
Australia 	New South Wales 	Deniliquin 	Deniliquin 	S35* 33.5667' 	E144* 56.7833' 	96.32M 	YDLQ 	-
Australia 	New South Wales 	Dochra 	Dochra (Military) 	S32* 39.0333' 	E151* 12.4833' 	56.39M 	YDOC 	-
Australia 	New South Wales 	Dubbo 	Dubbo 	S32* 13.0000' 	E148* 34.4833' 	284.99M 	YSDU 	DBO
Australia 	New South Wales 	Evans Head 	Evans Head 	S29* 05.6000' 	E153* 25.2167' 	6.10M 	YEVD 	-
Australia 	New South Wales 	Forbes 	Forbes 	S33* 21.8167' 	E147* 56.1000' 	231.65M 	YFBS 	FRB
Australia 	New South Wales 	Glen Innes 	Glen Innes 	S29* 40.5000' 	E151* 41.4000' 	1046.38M 	YGLI 	GLI
Australia 	New South Wales 	Goodooga 	Goodooga 	S29* 04.4000' 	E147* 22.5667' 	139.90M 	YGDA 	-
Australia 	New South Wales 	Goulburn 	Goulburn 	S34* 48.6000' 	E149* 43.6000' 	652.58M 	YGLB 	GUL
Australia 	New South Wales 	Grafton 	Grafton 	S29* 45.5667' 	E153* 01.8000' 	33.53M 	YGFN 	GFN
Australia 	New South Wales 	Griffith 	Griffith 	S34* 15.0500' 	E146* 04.0333' 	133.81M 	YGTH 	-
Australia 	New South Wales 	Gunnedah 	Gunnedah 	S30* 57.6667' 	E150* 15.0333' 	263.04M 	YGDH 	GUH
Australia 	New South Wales 	Hay 	Hay 	S34* 31.9000' 	E144* 49.8000' 	92.96M 	YHAY 	HXX
Australia 	New South Wales 	Hillston 	Hillston 	S33* 29.6167' 	E145* 31.4167' 	122.83M 	YHLS 	-
Australia 	New South Wales 	Hoxton Park 	Hoxton Park 	S33* 54.5833' 	E150* 51.1333' 	41.15M 	YHOX 	-
Australia 	New South Wales 	Inverell 	Inverell 	S29* 52.6833' 	E151* 08.6000' 	812.90M 	YIVL 	IVR
Australia 	New South Wales 	Ivanhoe 	Ivanhoe 	S32* 53.0000' 	E144* 18.6000' 	100.58M 	YIVO 	-
Australia 	New South Wales 	Jervis Bay 	Jervis Bay (Military) 	S35* 08.8333' 	E150* 41.8333' 	60.96M 	YJBY 	-
Australia 	New South Wales 	Kempsey 	Kempsey 	S31* 04.4667' 	E152* 46.1833' 	16.46M 	YKMP 	KPS
Australia 	New South Wales 	Lightning Ridge 	Lightning Ridge 	S29* 27.4000' 	E147* 59.0667' 	164.59M 	YLRD 	LHG
Australia 	New South Wales 	Lismore 	Lismore 	S28* 49.8167' 	E153* 15.6000' 	10.67M 	YLIS 	LSY
Australia 	New South Wales 	Lord Howe Island 	Lord Howe Island 	S31* 32.3000' 	E159* 04.6333' 	5.18M 	YLHI 	-
Australia 	New South Wales 	Luscombe 	Holsworthy Army Airfield 	S33* 59.7000' 	E150* 57.1500' 	76.20M 	YSHW 	-
Australia 	New South Wales 	Maitland 	Maitland 	S32* 42.2000' 	E151* 29.3000' 	25.91M 	YMND 	MTL
Australia 	New South Wales 	Merimbula 	Merimbula 	S36* 54.5167' 	E149* 54.0833' 	2.13M 	YMER 	MIM
Australia 	New South Wales 	Merriwa 	Merriwa Hospital 	S32* 08.6020' 	E150* 21.6540' 	272.80M 	YXMW 	-
Australia 	New South Wales 	Moree 	Moree 	S29* 29.9288' 	E149* 50.6792' 	213.66M 	YMOR 	MRZ
Australia 	New South Wales 	Moruya 	Moruya 	S35* 53.8702' 	E150* 08.6643' 	4.27M 	YMRY 	MYA
Australia 	New South Wales 	Mudgee 	Mudgee 	S32* 33.7500' 	E149* 36.6667' 	470.92M 	YMDG 	DGE
Australia 	New South Wales 	Mungindi 	Mungindi 	S28* 58.0000' 	E149* 03.5000' 	182.88M 	YMGI 	-
Australia 	New South Wales 	Narrabri 	Narrabri 	S30* 19.1500' 	E149* 49.6333' 	240.18M 	YNBR 	NAA
Australia 	New South Wales 	Narrandera 	Narrandera 	S34* 42.1333' 	E146* 30.7333' 	144.17M 	YNAR 	NRA
Australia 	New South Wales 	Narromine 	Narromine 	S32* 12.9000' 	E148* 13.5000' 	238.35M 	YNRM 	QRM
Australia 	New South Wales 	Newcastle 	Williamtown Military 	S32* 47.7000' 	E151* 50.0667' 	9.45M 	YWLM 	NTL
Australia 	New South Wales 	Newcastle Westpac Base 	Newcastle Westpac Base 	S32* 55.2250' 	E151* 43.7875' 	8.53M 	YXFV 	-
Australia 	New South Wales 	Norfolk I 	Norfolk Island Intl 	S29* 02.5550' 	E167* 56.2838' 	.00M 	YSNF 	NLK
Australia 	New South Wales 	Nowra 	Nowra Military 	S34* 56.9333' 	E150* 32.2167' 	121.92M 	YSNW 	NOA
Australia 	New South Wales 	Nyngan 	Nyngan 	S31* 33.1000' 	E147* 12.2000' 	173.43M 	YNYN 	NYN
Australia 	New South Wales 	Orange 	Orange 	S33* 22.9000' 	E149* 08.0000' 	949.45M 	YORG 	OAG
Australia 	New South Wales 	Parkes 	Parkes 	S33* 07.9000' 	E148* 14.3000' 	325.83M 	YPKS 	PKE
Australia 	New South Wales 	Polo Flat 	Polo Flat 	S36* 13.8000' 	E149* 09.0000' 	823.26M 	YPFT 	-
Australia 	New South Wales 	Pooncarie 	Pooncarie 	S33* 22.0000' 	E142* 35.3333' 	49.99M 	YPCE 	-
Australia 	New South Wales 	Port Macquarie 	Port Macquarie 	S31* 26.1500' 	E152* 51.8000' 	3.66M 	YPMQ 	PQQ
Australia 	New South Wales 	Quirindi 	Quirindi 	S31* 29.4333' 	E150* 30.8333' 	321.26M 	YQDI 	UIR
Australia 	New South Wales 	Richmond 	Richmond (Military) 	S33* 36.0333' 	E150* 46.8500' 	20.42M 	YSRI 	-
Australia 	New South Wales 	Scone 	Scone 	S32* 02.3000' 	E150* 49.9000' 	227.08M 	YSCO 	NSO
Australia 	New South Wales 	Sydney 	Bankstown 	S33* 55.4667' 	E150* 59.3000' 	8.84M 	YSBK 	BWU
Australia 	New South Wales 	Sydney 	Kingsford Smith Intl 	S33* 56.7667' 	E151* 10.6333' 	6.40M 	YSSY 	SYD
Australia 	New South Wales 	Tamworth 	Tamworth 	S31* 05.0333' 	E150* 50.8000' 	406.60M 	YSTW 	TMW
Australia 	New South Wales 	Taree 	Taree 	S31* 53.2000' 	E152* 30.8000' 	11.58M 	YTRE 	TRO
Australia 	New South Wales 	Temora 	Temora 	S34* 25.2785' 	E147* 30.7017' 	280.72M 	YTEM 	TEM
Australia 	New South Wales 	Tibooburra 	Tibooburra 	S29* 27.1000' 	E142* 03.5000' 	178.00M 	YTIB 	TYB
Australia 	New South Wales 	Tocumwal 	Tocumwal 	S35* 48.6000' 	E145* 36.2000' 	113.39M 	YTOC 	TCW
Australia 	New South Wales 	Tottenham 	Tottenham 	S32* 14.9000' 	E147* 22.0667' 	237.74M 	YTOT 	-
Australia 	New South Wales 	Tumut 	Tumut 	S35* 15.7740' 	E148* 14.4433' 	267.61M 	YTMU 	-
Australia 	New South Wales 	Wagga Wagga 	Wagga Wagga 	S35* 09.9167' 	E147* 27.9833' 	220.68M 	YSWG 	WGA
Australia 	New South Wales 	Walgett 	Walgett 	S30* 02.0000' 	E148* 07.5000' 	133.81M 	YWLG 	WGE
Australia 	New South Wales 	Warren 	Warren 	S31* 44.0000' 	E147* 48.1500' 	203.91M 	YWRN 	-
Australia 	New South Wales 	Wee Waa 	Wee Waa 	S30* 15.5000' 	E149* 24.5000' 	189.59M 	YWWA 	-
Australia 	New South Wales 	West Wyalong 	West Wyalong 	S33* 56.2333' 	E147* 11.4833' 	261.82M 	YWWL 	WWY
Australia 	New South Wales 	Wilcannia 	Wilcannia 	S31* 31.6000' 	E143* 22.5000' 	76.20M 	YWCA 	-
Australia 	New South Wales 	Wollongong 	Wollongong 	S34* 33.6667' 	E150* 47.3167' 	9.45M 	YWOL 	WOL
Australia 	New South Wales 	Wollongong 	Wollongong Hospital 	S34* 25.4517' 	E150* 52.9350' 	46.63M 	YXWL 	-
Australia 	New South Wales 	Young 	Young 	S34* 15.0167' 	E148* 14.9333' 	386.18M 	YYNG 	NGA
